Date,Open,High,Low,Close,Volume
2005-11-29,781.79,782.58,781.18,782.33,0
2005-11-30,782.23,782.41,775.34,775.49,0
2005-12-01,775.39,778.7,773.59,774.14,0
2005-12-02,773.92,779.19,773.82,776.85,0
2005-12-05,776.27,777.8,775.23,777.65,0
2005-12-06,777.62,782.92,776.99,782.15,0
2005-12-07,782.28,782.59,779.44,780.1,0
2005-12-08,780.1,786.49,777.08,786.36,0
2005-12-09,786.38,786.64,782.34,783.03,0
2005-12-12,783.31,787.72,783.16,787.59,0
2005-12-13,787.56,787.77,781.63,782.36,0
2005-12-14,782.36,784.45,780.13,784.32,0
2005-12-15,784.37,784.93,772.33,772.86,0
2005-12-16,772.81,778.87,772.53,777.85,0
2005-12-19,777.02,779.84,776.82,778.71,0
2005-12-20,778.55,778.93,767.54,768.76,0
2005-12-21,768.78,769.31,763.62,764.92,0
2005-12-22,765.02,765.49,763.19,763.44,0
2005-12-23,763.58,764.03,762.72,763.04,0
2005-12-26,764.2,764.34,757.96,763.56,0
2005-12-27,763.58,763.73,755.56,760.55,0
2005-12-28,760.63,765.69,755.71,765.23,0
2005-12-29,765.18,765.57,759.6,760.9,0
2005-12-30,760.94,761.29,753.5,760.13,0
2006-01-02,760.52,761.99,756.25,761.06,0
2006-01-03,761.03,766.6,758.08,766.4,0
2006-01-04,766.28,770.51,765.39,770.19,0
2006-01-05,770.21,770.63,761.31,768.73,0
2006-01-06,768.71,771.23,739.62,740.89,0
2006-01-09,740.85,760.36,740.56,759.94,0
2006-01-10,759.97,760.26,757.29,757.86,0
2006-01-11,757.81,761.21,757.11,760.1,0
2006-01-12,760.05,760.15,746.96,747.54,0
2006-01-13,747.58,761.68,747.08,760.45,0
2006-01-16,732.57,760.79,732.46,760.05,0
2006-01-17,759.95,764.18,759.36,759.97,0
2006-01-18,759.9,768.98,759.38,766.58,0
2006-01-19,766.43,766.7,756.14,756.53,0
2006-01-20,756.63,759.56,732.26,759.36,0
2006-01-23,759.19,769.54,758.53,769.1,0
2006-01-24,769.15,769.39,762.81,764.84,0
2006-01-25,764.8,764.97,757.19,760.53,0
2006-01-26,760.51,760.68,755.0,755.64,0
2006-01-27,755.61,756.1,752.64,753.51,0
2006-01-30,753.22,753.71,744.23,744.47,0
2006-01-31,744.47,745.43,715.9,741.41,0
2006-02-01,741.41,742.61,738.64,739.24,0
2006-02-02,739.26,747.57,739.09,747.31,0
2006-02-03,747.28,747.28,740.61,740.77,0
2006-02-06,716.64,734.56,716.64,730.93,0
2006-02-07,730.93,736.58,710.51,736.36,0
2006-02-08,736.48,739.65,735.96,736.97,0
2006-02-09,736.85,740.42,713.55,738.84,0
2006-02-10,738.75,739.37,725.96,726.1,0
2006-02-13,736.18,738.39,735.94,737.54,0
2006-02-14,737.49,737.77,732.02,732.21,0
2006-02-15,732.14,735.47,732.02,734.89,0
2006-02-16,734.84,735.24,733.06,733.32,0
2006-02-17,733.34,733.46,728.92,729.62,0
2006-02-20,703.37,731.67,703.17,730.82,0
